Timestamp,Value,Quality Code
2021-01-06 00:15:00+00:00,1016.75,130
2021-01-06 00:30:00+00:00,1016.82,130
2021-01-06 00:45:00+00:00,1016.82,130
2021-01-06 01:00:00+00:00,1016.81,130
2021-01-06 01:15:00+00:00,1016.7,130
2021-01-06 01:30:00+00:00,1016.73,130
2021-01-06 01:45:00+00:00,1016.79,130
2021-01-06 02:00:00+00:00,1016.81,130
2021-01-06 02:15:00+00:00,1016.82,130
2021-01-06 02:30:00+00:00,1016.79,130
2021-01-06 02:45:00+00:00,1016.77,130
2021-01-06 03:00:00+00:00,1016.71,130
2021-01-06 03:15:00+00:00,1016.65,130
2021-01-06 03:30:00+00:00,1016.64,130
2021-01-06 03:45:00+00:00,1016.56,130
2021-01-06 04:00:00+00:00,1016.55,130
2021-01-06 04:15:00+00:00,1016.55,130
2021-01-06 04:30:00+00:00,1016.56,130
2021-01-06 04:45:00+00:00,1016.54,130
2021-01-06 05:00:00+00:00,1016.5,130
2021-01-06 05:15:00+00:00,1016.48,130
2021-01-06 05:30:00+00:00,1016.44,130
2021-01-06 05:45:00+00:00,1016.46,130
2021-01-06 06:00:00+00:00,1016.46,130
2021-01-06 06:15:00+00:00,1016.49,130
2021-01-06 06:30:00+00:00,1016.58,130
2021-01-06 06:45:00+00:00,1016.64,130
2021-01-06 07:00:00+00:00,1016.68,130
2021-01-06 07:15:00+00:00,1016.74,130
2021-01-06 07:30:00+00:00,1016.8,130
2021-01-06 07:45:00+00:00,1016.97,130
2021-01-06 08:00:00+00:00,1017.05,130
2021-01-06 08:15:00+00:00,1017.13,130
2021-01-06 08:30:00+00:00,1017.21,130
2021-01-06 08:45:00+00:00,1017.27,130
2021-01-06 09:00:00+00:00,1017.37,130
2021-01-06 09:15:00+00:00,1017.42,130
2021-01-06 09:30:00+00:00,1017.45,130
2021-01-06 09:45:00+00:00,1017.44,130
2021-01-06 10:00:00+00:00,1017.48,130
2021-01-06 10:15:00+00:00,1017.51,130
2021-01-06 10:30:00+00:00,1017.48,130
2021-01-06 10:45:00+00:00,1017.38,130
2021-01-06 11:00:00+00:00,1017.29,130
2021-01-06 11:15:00+00:00,1017.23,130
2021-01-06 11:30:00+00:00,1017.13,130
2021-01-06 11:45:00+00:00,1016.95,130
2021-01-06 12:00:00+00:00,1016.81,130
2021-01-06 12:15:00+00:00,1016.68,130
2021-01-06 12:30:00+00:00,1016.6,130
2021-01-06 12:45:00+00:00,1016.52,130
2021-01-06 13:00:00+00:00,1016.46,130
2021-01-06 13:15:00+00:00,1016.47,130
2021-01-06 13:30:00+00:00,1016.47,130
2021-01-06 13:45:00+00:00,1016.48,130
2021-01-06 14:00:00+00:00,1016.43,130
2021-01-06 14:15:00+00:00,1016.37,130
2021-01-06 14:30:00+00:00,1016.35,130
2021-01-06 14:45:00+00:00,1016.33,130
2021-01-06 15:00:00+00:00,1016.32,130
2021-01-06 15:15:00+00:00,1016.31,130
2021-01-06 15:30:00+00:00,1016.38,130
2021-01-06 15:45:00+00:00,1016.46,130
2021-01-06 16:00:00+00:00,1016.38,130
2021-01-06 16:15:00+00:00,1016.44,130
2021-01-06 16:30:00+00:00,1016.31,130
2021-01-06 16:45:00+00:00,1016.31,130
2021-01-06 17:00:00+00:00,1016.24,130
2021-01-06 17:15:00+00:00,1016.29,130
2021-01-06 17:30:00+00:00,1016.31,130
2021-01-06 17:45:00+00:00,1016.26,130
2021-01-06 18:00:00+00:00,1016.19,130
2021-01-06 18:15:00+00:00,1016.16,130
2021-01-06 18:30:00+00:00,1016.29,130
2021-01-06 18:45:00+00:00,1016.38,130
2021-01-06 19:00:00+00:00,1016.47,130
2021-01-06 19:15:00+00:00,1016.43,130
2021-01-06 19:30:00+00:00,1016.35,130
2021-01-06 19:45:00+00:00,1016.23,130
2021-01-06 20:00:00+00:00,1016.18,130
2021-01-06 20:15:00+00:00,1016.17,130
2021-01-06 20:30:00+00:00,1016.13,130
